num,date_time,전력사용량(kWh),기온(°C),풍속(m/s),습도(%),강수량(mm),일조(hr),비전기냉방설비운영,태양광보유
3,2020-08-01 20,3324.96,26.2,2.2,87.0,0.0,0.0,1.0,1.0
3,2020-08-01 21,3291.3720000000008,25.8,1.4,89.0,0.0,0.0,1.0,1.0
3,2020-08-01 22,3317.22,24.2,1.4,98.0,4.7,0.0,1.0,1.0
3,2020-08-01 23,3862.609412,24.3,0.9,100.0,2.6,0.0,1.0,1.0
3,2020-08-02 00,3795.920471,24.2,0.7,100.0,10.6,0.0,1.0,1.0
3,2020-08-02 01,3806.856,24.1,1.1,100.0,11.0,0.0,1.0,1.0
3,2020-08-02 02,3825.756,24.0,0.4,100.0,15.4,0.0,1.0,1.0
3,2020-08-02 03,3827.808,24.2,1.4,100.0,16.0,0.0,1.0,1.0
3,2020-08-02 04,3827.808,24.4,1.8,100.0,6.4,0.0,1.0,1.0
3,2020-08-02 05,3822.444,24.2,1.1,100.0,8.7,0.0,1.0,1.0
3,2020-08-02 06,3834.54,24.2,0.4,100.0,5.1,0.0,1.0,1.0
3,2020-08-02 07,3816.468,24.5,0.0,100.0,0.4,0.0,1.0,1.0
3,2020-08-02 08,3718.656,24.9,0.1,100.0,0.9,0.0,1.0,1.0
3,2020-08-02 09,3314.433555,25.3,1.2,100.0,0.2,0.0,1.0,1.0
3,2020-08-02 10,3242.606727,26.0,3.3,100.0,0.1,0.0,1.0,1.0
3,2020-08-02 11,3200.381786,26.6,2.9,100.0,1.1,0.0,1.0,1.0
3,2020-08-02 12,3127.77,26.5,3.5,98.0,1.7,0.0,1.0,1.0
3,2020-08-02 13,3225.141,26.3,1.6,100.0,6.9,0.0,1.0,1.0
3,2020-08-02 14,3169.764,28.0,4.1,90.0,0.0,0.0,1.0,1.0
3,2020-08-02 15,3316.1040000000007,27.6,4.1,90.0,0.0,0.0,1.0,1.0
3,2020-08-02 16,3327.0840000000007,23.8,3.6,98.0,8.8,0.0,1.0,1.0
3,2020-08-02 17,3322.764,23.5,2.2,99.0,1.9,0.0,1.0,1.0
3,2020-08-02 18,3328.92,23.4,1.8,100.0,1.0,0.0,1.0,1.0
3,2020-08-02 19,3331.152,23.5,2.1,100.0,1.0,0.0,1.0,1.0
3,2020-08-02 20,3328.884,23.3,1.1,100.0,0.1,0.0,1.0,1.0
3,2020-08-02 21,3313.4040000000005,24.1,2.1,100.0,0.0,0.0,1.0,1.0
3,2020-08-02 22,3342.744,25.2,2.5,98.0,0.0,0.0,1.0,1.0
3,2020-08-02 23,3875.258118,25.5,1.4,95.0,0.0,0.0,1.0,1.0
3,2020-08-03 00,3810.561882,26.3,2.5,93.0,0.0,0.0,1.0,1.0
3,2020-08-03 01,3850.524,26.5,3.0,89.0,0.0,0.0,1.0,1.0
3,2020-08-03 02,3851.316,26.6,3.7,88.0,0.0,0.0,1.0,1.0
3,2020-08-03 03,3867.372,26.8,3.1,89.0,0.0,0.0,1.0,1.0
3,2020-08-03 04,3912.516,25.2,1.7,98.0,4.8,0.0,1.0,1.0
3,2020-08-03 05,3922.776,25.2,3.4,100.0,39.1,0.0,1.0,1.0
3,2020-08-03 06,3912.156,25.0,5.7,100.0,11.0,0.0,1.0,1.0
3,2020-08-03 07,3925.764,25.7,4.3,98.0,2.2,0.0,1.0,1.0
3,2020-08-03 08,3949.2,25.9,2.3,95.0,0.0,0.0,1.0,1.0
3,2020-08-03 09,3550.748842,26.5,2.8,94.0,0.0,0.0,1.0,1.0
3,2020-08-03 10,3457.156364,24.9,3.4,94.0,1.5,0.0,1.0,1.0
3,2020-08-03 11,2824.146,25.3,2.3,97.0,2.2,0.0,1.0,1.0
3,2020-08-03 12,2825.28,25.5,1.8,98.0,0.4,0.0,1.0,1.0
3,2020-08-03 13,2819.736,25.4,2.2,100.0,0.6,0.0,1.0,1.0
3,2020-08-03 14,3029.198143,25.9,2.2,97.0,0.0,0.0,1.0,1.0
3,2020-08-03 15,3433.644,25.3,3.0,98.0,0.3,0.0,1.0,1.0
3,2020-08-03 16,3438.18,24.8,2.4,100.0,1.7,0.0,1.0,1.0
3,2020-08-03 17,3440.1240000000007,25.0,3.1,99.0,0.0,0.0,1.0,1.0
3,2020-08-03 18,3412.152,23.8,4.2,97.0,0.4,0.0,1.0,1.0
3,2020-08-03 19,3371.76,23.5,2.1,100.0,0.6,0.0,1.0,1.0
3,2020-08-03 20,3379.86,23.0,1.0,100.0,17.4,0.0,1.0,1.0
3,2020-08-03 21,3389.364,23.5,1.6,100.0,14.7,0.0,1.0,1.0
3,2020-08-03 22,3379.1040000000007,23.8,0.6,100.0,0.0,0.0,1.0,1.0
3,2020-08-03 23,3927.216706,23.8,0.8,100.0,0.0,0.0,1.0,1.0
3,2020-08-04 00,3784.428,23.9,0.6,100.0,0.0,0.0,1.0,1.0
3,2020-08-04 01,3824.928,24.0,1.9,100.0,0.0,0.0,1.0,1.0
3,2020-08-04 02,3832.92,24.3,0.6,100.0,0.0,0.0,1.0,1.0
3,2020-08-04 03,3840.696,24.4,1.2,100.0,0.0,0.0,1.0,1.0
3,2020-08-04 04,3843.612,24.9,1.2,100.0,0.0,0.0,1.0,1.0
3,2020-08-04 05,3830.112,25.3,0.6,100.0,0.2,0.0,1.0,1.0
3,2020-08-04 06,3877.2,25.4,0.5,100.0,0.0,0.0,1.0,1.0
3,2020-08-04 07,3892.752,26.1,1.3,98.0,0.0,0.0,1.0,1.0
3,2020-08-04 08,3957.4575,26.7,1.9,94.0,0.0,0.0,1.0,1.0
3,2020-08-04 09,3501.4915560000004,26.9,2.8,93.0,0.0,0.0,1.0,1.0
3,2020-08-04 10,3385.7388,27.4,3.4,92.0,0.0,0.0,1.0,1.0
3,2020-08-04 11,2815.884,28.0,4.0,89.0,0.0,0.1,1.0,1.0
3,2020-08-04 12,2800.656,28.5,3.7,87.0,0.0,0.0,1.0,1.0
3,2020-08-04 13,2818.692,29.1,4.0,83.0,0.0,0.0,1.0,1.0
3,2020-08-04 14,3146.575846,29.9,4.5,80.0,0.0,0.1,1.0,1.0
3,2020-08-04 15,3439.908,29.7,3.9,79.0,0.0,0.0,1.0,1.0
3,2020-08-04 16,3479.328,29.6,3.3,78.0,0.0,0.1,1.0,1.0
3,2020-08-04 17,3471.876,29.1,2.0,83.0,0.0,0.0,1.0,1.0
3,2020-08-04 18,3419.82,29.3,2.0,81.0,0.0,0.0,1.0,1.0
3,2020-08-04 19,3411.828,29.0,1.8,81.0,0.0,0.2,1.0,1.0
3,2020-08-04 20,3453.192,28.1,1.2,84.0,0.0,0.0,1.0,1.0
3,2020-08-04 21,3343.68,27.8,0.5,87.0,0.0,0.0,1.0,1.0
3,2020-08-04 22,3305.664,27.3,0.0,90.0,0.0,0.0,1.0,1.0
3,2020-08-04 23,3339.919059,27.1,1.4,91.0,0.0,0.0,1.0,1.0
3,2020-08-05 00,3377.515765,27.1,1.1,91.0,0.0,0.0,1.0,1.0
3,2020-08-05 01,3387.636,26.4,0.7,94.0,0.0,0.0,1.0,1.0
3,2020-08-05 02,3390.336,26.2,1.6,96.0,0.0,0.0,1.0,1.0
3,2020-08-05 03,3422.491412,26.0,0.9,97.0,0.0,0.0,1.0,1.0
3,2020-08-05 04,3388.0968,26.0,1.8,96.0,0.0,0.0,1.0,1.0
3,2020-08-05 05,3399.059077000001,25.6,1.5,98.0,0.0,0.0,1.0,1.0
3,2020-08-05 06,3448.049236,25.9,1.4,97.0,0.0,0.0,1.0,1.0
3,2020-08-05 07,3462.336,26.5,2.4,91.0,0.0,0.0,1.0,1.0
3,2020-08-05 08,3485.736,26.2,1.9,93.0,0.1,0.0,1.0,1.0
3,2020-08-05 09,3524.772,26.7,2.5,92.0,0.0,0.0,1.0,1.0
3,2020-08-05 10,3540.3,27.3,2.4,90.0,0.1,0.0,1.0,1.0
3,2020-08-05 11,3524.316,28.4,2.4,87.0,0.0,0.0,1.0,1.0
3,2020-08-05 12,3529.632,27.8,2.6,93.0,1.1,0.0,1.0,1.0
3,2020-08-05 13,3544.8264,28.5,2.4,88.0,0.0,0.0,1.0,1.0
3,2020-08-05 14,3538.836,25.8,2.2,98.0,14.5,0.0,1.0,1.0
3,2020-08-05 15,3526.1705450000004,27.4,1.1,96.0,2.2,0.0,1.0,1.0
3,2020-08-05 16,3553.651636,28.8,3.8,89.0,0.0,0.3,1.0,1.0
3,2020-08-05 17,3545.374909000001,28.8,3.9,85.0,0.0,0.0,1.0,1.0
3,2020-08-05 18,3496.258473,29.0,3.6,84.0,0.0,0.1,1.0,1.0
3,2020-08-05 19,3469.728,28.3,3.2,85.0,0.0,0.3,1.0,1.0
3,2020-08-05 20,3448.236,27.8,2.3,86.0,0.0,0.0,1.0,1.0
3,2020-08-05 21,3408.9744,27.6,2.9,87.0,0.0,0.0,1.0,1.0
3,2020-08-05 22,3386.448,27.5,2.5,86.0,0.0,0.0,1.0,1.0
3,2020-08-05 23,3386.041412,27.3,3.9,87.0,0.0,0.0,1.0,1.0
3,2020-08-06 00,3371.1310590000007,25.8,3.1,95.0,2.5,0.0,1.0,1.0
3,2020-08-06 01,3363.012,25.2,2.9,99.0,8.0,0.0,1.0,1.0
3,2020-08-06 02,3382.236,25.6,4.5,98.0,3.9,0.0,1.0,1.0
3,2020-08-06 03,3365.28,25.0,3.1,100.0,9.3,0.0,1.0,1.0
3,2020-08-06 04,3377.268,25.0,4.8,98.0,5.5,0.0,1.0,1.0
3,2020-08-06 05,3390.552,24.8,5.0,100.0,24.4,0.0,1.0,1.0
3,2020-08-06 06,3434.292,24.4,4.9,100.0,42.6,0.0,1.0,1.0
3,2020-08-06 07,3437.316,24.4,8.8,100.0,24.7,0.0,1.0,1.0
3,2020-08-06 08,3504.816,24.1,6.5,100.0,5.7,0.0,1.0,1.0
3,2020-08-06 09,3560.976,24.2,6.2,100.0,0.6,0.0,1.0,1.0
3,2020-08-06 10,3540.5640000000008,24.7,5.1,99.0,6.3,0.0,1.0,1.0
3,2020-08-06 11,3524.04,25.6,4.2,97.0,0.5,0.0,1.0,1.0
3,2020-08-06 12,3502.332000000001,23.3,5.5,98.0,0.0,0.0,1.0,1.0
3,2020-08-06 13,3493.908,23.7,3.0,95.0,0.0,0.0,1.0,1.0
3,2020-08-06 14,3503.628,25.6,2.8,89.0,0.0,0.5,1.0,1.0
3,2020-08-06 15,3515.616,25.6,2.9,88.0,0.0,0.3,1.0,1.0
3,2020-08-06 16,3521.664,25.3,3.0,89.0,0.0,0.2,1.0,1.0
3,2020-08-06 17,3500.28,25.6,2.9,88.0,0.0,0.3,1.0,1.0
3,2020-08-06 18,3459.5640000000008,25.5,2.0,88.0,0.0,0.1,1.0,1.0
3,2020-08-06 19,3421.224,24.4,1.1,89.0,0.0,0.3,1.0,1.0
3,2020-08-06 20,3389.9040000000005,23.6,1.6,91.0,0.0,0.0,1.0,1.0
3,2020-08-06 21,3385.8,23.1,1.2,94.0,0.0,0.0,1.0,1.0
3,2020-08-06 22,3389.796,23.2,0.3,95.0,0.0,0.0,1.0,1.0
3,2020-08-06 23,3376.524706,23.1,0.4,94.0,0.0,0.0,1.0,1.0
3,2020-08-07 00,3348.203294,23.0,0.9,96.0,0.0,0.0,1.0,1.0
3,2020-08-07 01,3344.868,23.0,1.1,97.0,0.0,0.0,1.0,1.0
3,2020-08-07 02,3346.488,22.6,0.0,99.0,0.0,0.0,1.0,1.0
3,2020-08-07 03,3348.0,22.8,0.4,99.0,0.0,0.0,1.0,1.0
3,2020-08-07 04,3356.316,22.7,0.3,99.0,0.0,0.0,1.0,1.0
3,2020-08-07 05,3352.752,22.5,0.4,100.0,0.0,0.0,1.0,1.0
3,2020-08-07 06,3398.112,22.5,0.6,100.0,0.1,0.0,1.0,1.0
3,2020-08-07 07,3428.8920000000007,22.8,1.4,100.0,0.1,0.0,1.0,1.0
3,2020-08-07 08,3481.164,23.2,1.0,98.0,0.0,0.0,1.0,1.0
3,2020-08-07 09,3497.712,24.1,1.6,94.0,0.0,0.0,1.0,1.0
3,2020-08-07 10,3490.56,24.3,1.1,91.0,0.0,0.0,1.0,1.0
3,2020-08-07 11,3483.0,24.5,1.4,91.0,0.0,0.0,1.0,1.0
3,2020-08-07 12,3474.468,25.0,2.0,89.0,0.0,0.0,1.0,1.0
3,2020-08-07 13,3476.52,25.6,2.2,86.0,0.0,0.0,1.0,1.0
3,2020-08-07 14,3484.5282,25.0,2.7,88.0,0.0,0.0,1.0,1.0
3,2020-08-07 15,3480.149275,24.7,2.1,90.0,0.0,0.0,1.0,1.0
3,2020-08-07 16,3487.958182,25.3,2.1,81.0,0.0,0.0,1.0,1.0
3,2020-08-07 17,3495.1632,25.5,1.6,80.0,0.0,0.0,1.0,1.0
3,2020-08-07 18,3450.264,25.6,2.2,79.0,0.0,0.0,1.0,1.0
3,2020-08-07 19,3437.58,25.2,1.5,81.0,0.0,0.0,1.0,1.0
3,2020-08-07 20,3400.704,24.6,2.3,87.0,0.0,0.0,1.0,1.0
3,2020-08-07 21,3378.618,24.7,2.4,87.0,0.0,0.0,1.0,1.0
3,2020-08-07 22,3367.818,24.5,2.6,87.0,0.0,0.0,1.0,1.0
3,2020-08-07 23,3343.001143,24.4,2.4,87.0,0.0,0.0,1.0,1.0
3,2020-08-08 00,3338.988,24.2,1.1,88.0,0.0,0.0,1.0,1.0
3,2020-08-08 01,3337.601143,24.2,2.4,88.0,0.0,0.0,1.0,1.0
3,2020-08-08 02,3064.993714,24.1,1.7,89.0,0.0,0.0,1.0,1.0
3,2020-08-08 03,3628.248366,23.9,2.1,90.0,0.0,0.0,1.0,1.0
3,2020-08-08 04,3606.402982,23.9,2.2,90.0,0.0,0.0,1.0,1.0
3,2020-08-08 05,3580.330629,23.7,0.9,91.0,0.0,0.0,1.0,1.0
3,2020-08-08 06,3302.895,23.7,1.3,91.0,0.0,0.0,1.0,1.0
3,2020-08-08 07,3873.708,23.0,2.0,97.0,0.0,0.0,1.0,1.0
3,2020-08-08 08,3865.0176,23.1,2.0,97.0,0.1,0.0,1.0,1.0
3,2020-08-08 09,3869.424,22.9,2.6,100.0,1.9,0.0,1.0,1.0
3,2020-08-08 10,3838.2552,23.4,2.4,98.0,0.0,0.0,1.0,1.0
3,2020-08-08 11,3777.3108,23.6,2.8,95.0,0.0,0.0,1.0,1.0
3,2020-08-08 12,3338.928,23.7,2.1,97.0,0.8,0.0,1.0,1.0
3,2020-08-08 13,3353.616,24.0,2.9,95.0,0.2,0.0,1.0,1.0
3,2020-08-08 14,3382.992,24.4,3.7,94.0,0.0,0.0,1.0,1.0
3,2020-08-08 15,3377.916,24.4,2.7,94.0,0.0,0.0,1.0,1.0
3,2020-08-08 16,3363.012,24.8,3.1,95.0,0.2,0.0,1.0,1.0
3,2020-08-08 17,3367.44,24.8,3.0,93.0,0.0,0.0,1.0,1.0
3,2020-08-08 18,3378.5640000000008,24.5,3.5,96.0,0.0,0.0,1.0,1.0
3,2020-08-08 19,3365.388,24.1,2.0,98.0,0.8,0.0,1.0,1.0
3,2020-08-08 20,3367.764,23.8,2.1,100.0,4.5,0.0,1.0,1.0
3,2020-08-08 21,3370.68,24.0,1.0,100.0,1.2,0.0,1.0,1.0
3,2020-08-08 22,3358.476,24.1,0.3,100.0,1.5,0.0,1.0,1.0
3,2020-08-08 23,3363.266118,24.3,1.8,100.0,1.1,0.0,1.0,1.0
3,2020-08-09 00,3375.444706,24.6,1.1,100.0,0.0,0.0,1.0,1.0
3,2020-08-09 01,3369.168,24.5,1.2,100.0,0.0,0.0,1.0,1.0
3,2020-08-09 02,3353.832000000001,24.7,1.5,100.0,0.7,0.0,1.0,1.0
3,2020-08-09 03,3366.576,24.5,2.1,100.0,17.0,0.0,1.0,1.0
3,2020-08-09 04,3380.292,24.8,1.4,100.0,0.9,0.0,1.0,1.0
3,2020-08-09 05,3368.844,24.7,1.4,100.0,0.2,0.0,1.0,1.0
3,2020-08-09 06,3369.06,24.9,2.3,100.0,0.3,0.0,1.0,1.0
3,2020-08-09 07,3376.9440000000004,24.6,3.0,100.0,7.4,0.0,1.0,1.0
3,2020-08-09 08,3378.348,24.1,3.4,100.0,38.0,0.0,1.0,1.0
3,2020-08-09 09,3372.732,24.4,4.2,100.0,21.3,0.0,1.0,1.0
3,2020-08-09 10,3371.22,24.4,3.4,100.0,9.2,0.0,1.0,1.0
3,2020-08-09 11,3381.804,24.6,3.5,100.0,17.7,0.0,1.0,1.0
3,2020-08-09 12,3367.332000000001,24.9,3.1,100.0,11.7,0.0,1.0,1.0
3,2020-08-09 13,3387.0959999999995,25.3,4.1,100.0,2.9,0.0,1.0,1.0
3,2020-08-09 14,3373.272,24.9,3.5,100.0,5.9,0.0,1.0,1.0
3,2020-08-09 15,3382.776,26.8,4.1,91.0,0.0,0.0,1.0,1.0
3,2020-08-09 16,3390.12,26.4,6.9,89.0,0.6,0.0,1.0,1.0
3,2020-08-09 17,3385.26,25.9,3.4,92.0,0.4,0.0,1.0,1.0
3,2020-08-09 18,3393.144,26.1,2.0,91.0,0.0,0.0,1.0,1.0
3,2020-08-09 19,3390.768,26.7,3.0,86.0,0.0,0.0,1.0,1.0
3,2020-08-09 20,3396.708,26.2,2.2,90.0,0.0,0.0,1.0,1.0
3,2020-08-09 21,3370.248,25.9,1.8,92.0,0.0,0.0,1.0,1.0
3,2020-08-09 22,3371.76,25.7,1.4,93.0,0.0,0.0,1.0,1.0
3,2020-08-09 23,3383.373176,25.6,1.5,93.0,0.0,0.0,1.0,1.0
3,2020-08-10 00,3377.8012240000007,25.2,1.4,94.0,0.0,0.0,1.0,1.0
3,2020-08-10 01,3373.848,25.2,1.5,97.0,0.0,0.0,1.0,1.0
3,2020-08-10 02,3381.929673,25.9,2.8,93.0,0.0,0.0,1.0,1.0
3,2020-08-10 03,3394.68,25.9,1.4,91.0,0.0,0.0,1.0,1.0
3,2020-08-10 04,3402.576,25.7,1.9,91.0,0.0,0.0,1.0,1.0
3,2020-08-10 05,3421.8540000000007,25.6,1.6,92.0,0.0,0.0,1.0,1.0
3,2020-08-10 06,3428.112,25.1,1.6,96.0,0.0,0.0,1.0,1.0
3,2020-08-10 07,3460.05,25.2,1.4,97.0,0.0,0.0,1.0,1.0
3,2020-08-10 08,3521.34,26.2,1.5,96.0,0.0,0.4,1.0,1.0
3,2020-08-10 09,3546.342,27.3,2.6,88.0,0.0,0.3,1.0,1.0
3,2020-08-10 10,3552.222,28.9,3.2,83.0,0.0,0.2,1.0,1.0
3,2020-08-10 11,3543.576,29.3,4.7,80.0,0.0,0.4,1.0,1.0
3,2020-08-10 12,3557.196,30.0,3.4,78.0,0.0,0.4,1.0,1.0
3,2020-08-10 13,3558.06,30.4,2.6,76.0,0.0,0.3,1.0,1.0
3,2020-08-10 14,3551.603143,29.0,2.7,84.0,0.1,0.0,1.0,1.0
3,2020-08-10 15,3560.744571,27.7,0.3,92.0,1.5,0.0,1.0,1.0
3,2020-08-10 16,3571.5744,26.1,3.7,98.0,6.1,0.0,1.0,1.0
3,2020-08-10 17,3570.9768,25.7,0.7,100.0,10.4,0.0,1.0,1.0
3,2020-08-10 18,3501.684,26.1,1.1,100.0,1.0,0.0,1.0,1.0
3,2020-08-10 19,3465.828,26.2,1.3,98.0,0.0,0.0,1.0,1.0
3,2020-08-10 20,3457.188,25.8,1.2,99.0,0.0,0.0,1.0,1.0
3,2020-08-10 21,3437.532,25.7,1.3,99.0,0.0,0.0,1.0,1.0
3,2020-08-10 22,3437.208,25.6,1.7,99.0,0.0,0.0,1.0,1.0
3,2020-08-10 23,3406.612235,25.3,3.3,100.0,1.5,0.0,1.0,1.0
3,2020-08-11 00,3393.0868240000004,25.1,1.2,100.0,1.7,0.0,1.0,1.0
3,2020-08-11 01,3394.548,25.1,1.8,100.0,2.6,0.0,1.0,1.0
3,2020-08-11 02,3400.272,24.6,2.1,100.0,1.1,0.0,1.0,1.0
3,2020-08-11 03,3388.716,25.0,3.3,100.0,0.1,0.0,1.0,1.0
3,2020-08-11 04,3406.428,24.7,2.3,99.0,2.2,0.0,1.0,1.0
3,2020-08-11 05,3424.788,25.2,3.7,99.0,1.2,0.0,1.0,1.0
3,2020-08-11 06,3470.688,25.1,1.7,99.0,0.0,0.0,1.0,1.0
3,2020-08-11 07,3482.244,24.8,1.8,98.0,0.7,0.0,1.0,1.0
3,2020-08-11 08,3568.86,24.6,1.5,100.0,5.9,0.0,1.0,1.0
3,2020-08-11 09,3556.656,24.9,2.8,100.0,1.2,0.0,1.0,1.0
3,2020-08-11 10,3553.74,25.2,1.5,98.0,1.2,0.0,1.0,1.0
3,2020-08-11 11,3556.98,25.2,2.7,97.0,0.0,0.0,1.0,1.0
3,2020-08-11 12,3540.888,26.6,1.2,90.0,0.0,0.1,1.0,1.0
3,2020-08-11 13,3443.148,27.6,2.1,81.0,0.0,0.2,1.0,1.0
3,2020-08-11 14,3719.786824,27.9,3.4,78.0,0.0,0.3,1.0,1.0
3,2020-08-11 15,3564.864,27.6,2.1,82.0,0.0,0.0,1.0,1.0
3,2020-08-11 16,3566.7,27.0,3.6,82.0,0.0,0.0,1.0,1.0
3,2020-08-11 17,3537.648,26.1,1.9,85.0,0.0,0.0,1.0,1.0
3,2020-08-11 18,3497.58,25.8,0.7,91.0,0.0,0.0,1.0,1.0
3,2020-08-11 19,3464.4240000000004,24.6,1.8,93.0,0.0,0.0,1.0,1.0
3,2020-08-11 20,3442.3920000000007,24.2,0.8,96.0,0.0,0.0,1.0,1.0
3,2020-08-11 21,3436.992,23.9,0.4,98.0,0.0,0.0,1.0,1.0
3,2020-08-11 22,3433.752,23.6,0.3,99.0,0.0,0.0,1.0,1.0
3,2020-08-11 23,3405.805412,23.5,0.0,100.0,0.0,0.0,1.0,1.0
3,2020-08-12 00,3401.776941,23.9,0.5,100.0,0.0,0.0,1.0,1.0
3,2020-08-12 01,3393.9,24.0,0.1,100.0,0.0,0.0,1.0,1.0
3,2020-08-12 02,3382.776,23.8,0.4,100.0,0.0,0.0,1.0,1.0
3,2020-08-12 03,3382.56,24.2,0.8,100.0,0.0,0.0,1.0,1.0
3,2020-08-12 04,3405.5640000000008,23.5,0.3,100.0,0.0,0.0,1.0,1.0
3,2020-08-12 05,3408.3720000000008,24.0,0.0,100.0,0.0,0.0,1.0,1.0
3,2020-08-12 06,3449.628,24.6,0.6,99.0,0.0,0.0,1.0,1.0
3,2020-08-12 07,3466.26,24.9,0.5,96.0,0.0,0.0,1.0,1.0
3,2020-08-12 08,3534.3,26.2,1.0,93.0,0.0,0.1,1.0,1.0
3,2020-08-12 09,3576.0959999999995,26.6,0.3,91.0,0.0,0.0,1.0,1.0
3,2020-08-12 10,3537.463886,27.5,1.3,87.0,0.0,0.1,1.0,1.0
3,2020-08-12 11,3552.0004700000004,28.4,0.7,83.0,0.0,0.2,1.0,1.0
3,2020-08-12 12,3581.942571,29.4,0.8,82.0,0.0,0.1,1.0,1.0
3,2020-08-12 13,3580.4664,30.0,0.7,75.0,0.0,0.5,1.0,1.0
3,2020-08-12 14,3543.9834049999995,30.4,0.9,75.0,0.0,0.0,1.0,1.0
3,2020-08-12 15,3544.5938060000008,30.6,0.8,76.0,0.0,0.0,1.0,1.0
3,2020-08-12 16,3541.888566,28.6,3.9,87.0,0.0,0.0,1.0,1.0
3,2020-08-12 17,3530.967479,28.2,1.6,92.0,0.0,0.0,1.0,1.0
3,2020-08-12 18,3534.927674,28.1,0.9,92.0,0.0,0.0,1.0,1.0
3,2020-08-12 19,3538.1838780000007,28.2,1.3,91.0,0.0,0.0,1.0,1.0
3,2020-08-12 20,3538.857336,27.4,0.2,94.0,0.0,0.0,1.0,1.0
3,2020-08-12 21,3523.2535350000007,27.4,0.0,95.0,0.0,0.0,1.0,1.0
3,2020-08-12 22,3481.2936,27.2,2.8,92.0,0.0,0.0,1.0,1.0
3,2020-08-12 23,3451.738588,26.7,0.6,93.0,0.0,0.0,1.0,1.0
3,2020-08-13 00,3439.099059000001,26.4,1.2,94.0,0.0,0.0,1.0,1.0
3,2020-08-13 01,3438.684,26.3,1.3,95.0,0.0,0.0,1.0,1.0
3,2020-08-13 02,3438.576,26.2,0.9,96.0,0.0,0.0,1.0,1.0
3,2020-08-13 03,3437.28,25.9,0.9,97.0,0.0,0.0,1.0,1.0
3,2020-08-13 04,3421.008,26.1,1.3,97.0,0.0,0.0,1.0,1.0
3,2020-08-13 05,3435.588,26.0,1.3,96.0,0.0,0.0,1.0,1.0
3,2020-08-13 06,3490.236,26.0,1.5,96.0,0.0,0.0,1.0,1.0
3,2020-08-13 07,3525.12,26.2,1.7,95.0,0.0,0.0,1.0,1.0
3,2020-08-13 08,3589.5959999999995,27.0,2.3,91.0,0.0,0.0,1.0,1.0
3,2020-08-13 09,3763.3473,27.8,2.7,87.0,0.0,0.0,1.0,1.0
3,2020-08-13 10,3954.728571,28.5,2.6,84.0,0.0,0.1,1.0,1.0
3,2020-08-13 11,3577.716,29.8,2.8,79.0,0.0,0.5,1.0,1.0
3,2020-08-13 12,3577.068,29.7,2.7,79.0,0.0,0.2,1.0,1.0
3,2020-08-13 13,3572.856,30.3,3.1,78.0,0.0,0.0,1.0,1.0
3,2020-08-13 14,3596.832000000001,30.1,3.8,78.0,0.0,0.0,1.0,1.0
3,2020-08-13 15,3602.016,31.4,4.0,73.0,0.0,0.2,1.0,1.0
3,2020-08-13 16,3606.876,31.1,4.5,73.0,0.0,0.6,1.0,1.0
3,2020-08-13 17,3609.36,31.0,3.2,75.0,0.0,0.0,1.0,1.0
3,2020-08-13 18,3548.1240000000007,30.2,3.4,79.0,0.0,0.0,1.0,1.0
3,2020-08-13 19,3499.632,29.8,2.7,80.0,0.0,0.0,1.0,1.0
3,2020-08-13 20,3482.784,28.4,1.6,87.0,0.0,0.0,1.0,1.0
3,2020-08-13 21,3480.6240000000007,27.6,0.5,92.0,0.0,0.0,1.0,1.0
3,2020-08-13 22,3475.98,27.8,2.0,88.0,0.0,0.0,1.0,1.0
3,2020-08-13 23,3466.285412,27.0,1.3,93.0,0.0,0.0,1.0,1.0
3,2020-08-14 00,3458.7,27.0,0.5,94.0,0.0,0.0,1.0,1.0
3,2020-08-14 01,3460.212,27.1,3.1,91.0,0.0,0.0,1.0,1.0
3,2020-08-14 02,3460.32,27.3,3.1,89.0,0.0,0.0,1.0,1.0
3,2020-08-14 03,3460.644,27.1,2.9,89.0,0.0,0.0,1.0,1.0
3,2020-08-14 04,3465.828,27.0,3.4,89.0,0.0,0.0,1.0,1.0
3,2020-08-14 05,3454.272,26.6,3.0,90.0,0.0,0.0,1.0,1.0
3,2020-08-14 06,3504.816,26.5,2.2,91.0,0.0,0.0,1.0,1.0
3,2020-08-14 07,3532.14,27.2,2.8,88.0,0.0,0.4,1.0,1.0
3,2020-08-14 08,3602.448,27.4,3.1,86.0,0.0,0.4,1.0,1.0
3,2020-08-14 09,3593.16,27.5,3.3,86.0,0.0,0.0,1.0,1.0
3,2020-08-14 10,3589.812,27.5,3.2,89.0,0.0,0.0,1.0,1.0
3,2020-08-14 11,3610.764,29.5,4.4,82.0,0.0,0.5,1.0,1.0
3,2020-08-14 12,3595.752,29.5,4.4,82.0,0.0,0.0,1.0,1.0
3,2020-08-14 13,3578.592,28.2,5.2,87.0,0.0,0.0,1.0,1.0
3,2020-08-14 14,3721.743529,28.7,4.3,86.0,0.0,0.0,1.0,1.0
3,2020-08-14 15,3555.036,28.7,4.7,87.0,0.0,0.0,1.0,1.0
3,2020-08-14 16,3615.3,28.4,4.0,88.0,0.0,0.0,1.0,1.0
3,2020-08-14 17,3617.784,28.1,3.1,89.0,0.0,0.0,1.0,1.0
3,2020-08-14 18,3532.68,28.0,2.6,90.0,0.0,0.0,1.0,1.0
